mode,a,b,op,true_result,pred_result,correct,sign_correct,thousands_correct,hundreds_correct,tens_correct,units_correct,has_carry_or_borrow,n_carries_or_borrows,operand_length
reverse,608,682,+,1290,1290,True,True,True,True,True,True,True,2,3
reverse,528,307,-,221,221,True,True,True,True,True,True,False,0,3
reverse,766,714,-,52,52,True,True,True,True,True,True,False,0,3
reverse,51,344,+,395,495,False,True,True,False,True,True,False,0,3
reverse,599,185,-,414,414,True,True,True,True,True,True,False,0,3
reverse,949,249,-,700,700,True,True,True,True,True,True,False,0,3
reverse,378,699,-,-321,-321,True,True,True,True,True,True,True,2,3
reverse,214,262,-,-48,-48,True,True,True,True,True,True,True,1,3
reverse,594,704,+,1298,1298,True,True,True,True,True,True,True,1,3
reverse,213,846,-,-633,-633,True,True,True,True,True,True,True,2,3
reverse,852,543,-,309,309,True,True,True,True,True,True,True,1,3
reverse,201,611,-,-410,-410,True,True,True,True,True,True,True,1,3
reverse,502,38,+,540,540,True,True,True,True,True,True,True,1,3
reverse,860,465,+,1325,1325,True,True,True,True,True,True,True,2,3
reverse,777,65,-,712,612,False,True,True,False,True,True,False,0,3
reverse,756,549,+,1305,1305,True,True,True,True,True,True,True,3,3
reverse,428,860,-,-432,-432,True,True,True,True,True,True,True,1,3
reverse,371,504,-,-133,-133,True,True,True,True,True,True,True,1,3
reverse,92,850,-,-758,-758,True,True,True,True,True,True,False,0,3
reverse,325,747,-,-422,-422,True,True,True,True,True,True,True,2,3
reverse,461,782,+,1243,1243,True,True,True,True,True,True,True,2,3
reverse,173,859,-,-686,-686,True,True,True,True,True,True,True,1,3
reverse,586,787,-,-201,-201,True,True,True,True,True,True,True,2,3
reverse,439,957,+,1396,1396,True,True,True,True,True,True,True,2,3
reverse,774,917,+,1691,1691,True,True,True,True,True,True,True,2,3
reverse,434,137,+,571,571,True,True,True,True,True,True,True,1,3
reverse,504,210,+,714,714,True,True,True,True,True,True,False,0,3
reverse,731,348,-,383,383,True,True,True,True,True,True,True,2,3
reverse,719,618,-,101,101,True,True,True,True,True,True,False,0,3
reverse,520,815,+,1335,1335,True,True,True,True,True,True,True,1,3
reverse,556,987,+,1543,1543,True,True,True,True,True,True,True,3,3
reverse,614,559,+,1173,1173,True,True,True,True,True,True,True,2,3
reverse,252,992,+,1244,1244,True,True,True,True,True,True,True,2,3
reverse,121,355,+,476,476,True,True,True,True,True,True,False,0,3
reverse,456,589,+,1045,1045,True,True,True,True,True,True,True,3,3
reverse,202,87,+,289,289,True,True,True,True,True,True,False,0,3
reverse,559,746,+,1305,1305,True,True,True,True,True,True,True,3,3
reverse,4,448,+,452,552,False,True,True,False,True,True,True,1,3
reverse,617,120,+,737,737,True,True,True,True,True,True,False,0,3
reverse,986,58,+,1044,1144,False,True,True,False,True,True,True,3,3
reverse,183,418,+,601,601,True,True,True,True,True,True,True,2,3
reverse,813,325,-,488,488,True,True,True,True,True,True,True,2,3
reverse,615,81,-,534,434,False,True,True,False,True,True,True,1,3
reverse,219,356,-,-137,-137,True,True,True,True,True,True,True,1,3
reverse,208,779,-,-571,-571,True,True,True,True,True,True,True,2,3
reverse,191,258,+,449,449,True,True,True,True,True,True,True,1,3
reverse,371,932,+,1303,1303,True,True,True,True,True,True,True,2,3
reverse,606,253,+,859,859,True,True,True,True,True,True,False,0,3
reverse,41,398,-,-357,-257,False,True,True,False,True,True,True,2,3
reverse,940,884,-,56,56,True,True,True,True,True,True,True,1,3
reverse,172,447,+,619,619,True,True,True,True,True,True,True,1,3
reverse,130,86,+,216,216,True,True,True,True,True,True,True,1,3
reverse,349,517,+,866,866,True,True,True,True,True,True,True,1,3
reverse,416,739,-,-323,-323,True,True,True,True,True,True,True,2,3
reverse,298,958,+,1256,1256,True,True,True,True,True,True,True,3,3
reverse,714,626,-,88,88,True,True,True,True,True,True,True,1,3
reverse,356,783,-,-427,-427,True,True,True,True,True,True,True,1,3
reverse,815,299,+,1114,1114,True,True,True,True,True,True,True,3,3
reverse,907,493,-,414,414,True,True,True,True,True,True,True,1,3
reverse,485,557,-,-72,-72,True,True,True,True,True,True,False,0,3
reverse,852,429,-,423,423,True,True,True,True,True,True,True,1,3
reverse,487,918,-,-431,-431,True,True,True,True,True,True,True,1,3
reverse,417,489,-,-72,-72,True,True,True,True,True,True,True,1,3
reverse,403,735,+,1138,1138,True,True,True,True,True,True,True,1,3
reverse,848,30,-,818,818,True,True,True,True,True,True,False,0,3
reverse,615,211,-,404,404,True,True,True,True,True,True,False,0,3
reverse,297,100,-,197,197,True,True,True,True,True,True,False,0,3
reverse,323,952,+,1275,1275,True,True,True,True,True,True,True,1,3
reverse,982,755,-,227,227,True,True,True,True,True,True,True,1,3
reverse,822,287,-,535,535,True,True,True,True,True,True,True,2,3
reverse,833,914,+,1747,1747,True,True,True,True,True,True,True,1,3
reverse,825,45,+,870,970,False,True,True,False,True,True,True,1,3
reverse,253,912,+,1165,1165,True,True,True,True,True,True,True,1,3
reverse,731,939,-,-208,-208,True,True,True,True,True,True,True,2,3
reverse,370,820,+,1190,1190,True,True,True,True,True,True,True,1,3
reverse,707,733,+,1440,1440,True,True,True,True,True,True,True,2,3
reverse,253,40,-,213,113,False,True,True,False,True,True,False,0,3
reverse,696,305,+,1001,1001,True,True,True,True,True,True,True,3,3
reverse,458,314,-,144,144,True,True,True,True,True,True,False,0,3
reverse,976,658,+,1634,1634,True,True,True,True,True,True,True,3,3
reverse,704,392,+,1096,1096,True,True,True,True,True,True,True,1,3
reverse,850,921,+,1771,1771,True,True,True,True,True,True,True,1,3
reverse,270,876,-,-606,-606,True,True,True,True,True,True,True,2,3
reverse,221,312,-,-91,-91,True,True,True,True,True,True,False,0,3
reverse,122,631,-,-509,-509,True,True,True,True,True,True,True,1,3
reverse,120,513,+,633,633,True,True,True,True,True,True,False,0,3
reverse,875,523,-,352,352,True,True,True,True,True,True,False,0,3
reverse,640,417,-,223,223,True,True,True,True,True,True,True,1,3
reverse,382,961,-,-579,-579,True,True,True,True,True,True,False,0,3
reverse,321,614,-,-293,-293,True,True,True,True,True,True,True,1,3
reverse,43,174,+,217,217,True,True,True,True,True,True,True,1,3
reverse,851,916,-,-65,-65,True,True,True,True,True,True,False,0,3
reverse,897,188,-,709,709,True,True,True,True,True,True,True,1,3
reverse,786,108,-,678,678,True,True,True,True,True,True,True,1,3
reverse,819,69,-,750,750,True,True,True,True,True,True,True,1,3
reverse,823,799,+,1622,1622,True,True,True,True,True,True,True,3,3
reverse,871,895,+,1766,1766,True,True,True,True,True,True,True,2,3
reverse,683,735,+,1418,1418,True,True,True,True,True,True,True,2,3
reverse,856,112,-,744,744,True,True,True,True,True,True,False,0,3
reverse,770,13,+,783,883,False,True,True,False,True,True,False,0,3
reverse,42,70,-,-28,-28,True,True,True,True,True,True,False,0,2
reverse,814,794,-,20,20,True,True,True,True,True,True,True,1,3
reverse,734,302,+,1036,1036,True,True,True,True,True,True,True,1,3
reverse,18,137,+,155,155,True,True,True,True,True,True,True,1,3
reverse,248,928,-,-680,-680,True,True,True,True,True,True,False,0,3
reverse,189,481,-,-292,-292,True,True,True,True,True,True,False,0,3
reverse,466,226,+,692,692,True,True,True,True,True,True,True,1,3
reverse,458,370,-,88,88,True,True,True,True,True,True,True,1,3
reverse,252,875,+,1127,1127,True,True,True,True,True,True,True,2,3
reverse,116,425,-,-309,-309,True,True,True,True,True,True,True,1,3
reverse,817,434,-,383,383,True,True,True,True,True,True,True,1,3
reverse,108,391,+,499,499,True,True,True,True,True,True,False,0,3
reverse,889,780,+,1669,1669,True,True,True,True,True,True,True,2,3
reverse,267,338,+,605,605,True,True,True,True,True,True,True,2,3
reverse,557,637,+,1194,1194,True,True,True,True,True,True,True,2,3
reverse,577,615,-,-38,-38,True,True,True,True,True,True,False,0,3
reverse,355,349,+,704,704,True,True,True,True,True,True,True,2,3
reverse,369,906,+,1275,1275,True,True,True,True,True,True,True,2,3
reverse,809,31,-,778,778,True,True,True,True,True,True,True,1,3
reverse,600,474,+,1074,1074,True,True,True,True,True,True,True,1,3
reverse,116,597,+,713,713,True,True,True,True,True,True,True,2,3
reverse,92,869,+,961,1061,False,True,False,False,True,True,True,2,3
reverse,626,785,-,-159,-159,True,True,True,True,True,True,True,1,3
reverse,84,358,-,-274,-174,False,True,True,False,True,True,True,1,3
reverse,854,132,-,722,722,True,True,True,True,True,True,False,0,3
reverse,883,183,-,700,700,True,True,True,True,True,True,False,0,3
reverse,829,83,-,746,746,True,True,True,True,True,True,True,1,3
reverse,740,456,-,284,284,True,True,True,True,True,True,True,2,3
reverse,808,209,+,1017,1017,True,True,True,True,True,True,True,2,3
reverse,701,971,+,1672,1672,True,True,True,True,True,True,True,1,3
reverse,684,193,-,491,491,True,True,True,True,True,True,True,1,3
reverse,787,643,-,144,144,True,True,True,True,True,True,False,0,3
reverse,692,565,-,127,127,True,True,True,True,True,True,True,1,3
reverse,780,218,+,998,998,True,True,True,True,True,True,False,0,3
reverse,468,349,-,119,119,True,True,True,True,True,True,True,1,3
reverse,367,826,-,-459,-459,True,True,True,True,True,True,False,0,3
reverse,924,832,+,1756,1756,True,True,True,True,True,True,True,1,3
reverse,685,415,+,1100,1100,True,True,True,True,True,True,True,3,3
reverse,620,354,+,974,974,True,True,True,True,True,True,False,0,3
reverse,238,845,+,1083,1083,True,True,True,True,True,True,True,2,3
reverse,762,319,+,1081,1081,True,True,True,True,True,True,True,2,3
reverse,968,284,-,684,684,True,True,True,True,True,True,True,1,3
reverse,262,752,+,1014,1014,True,True,True,True,True,True,True,2,3
reverse,143,265,+,408,408,True,True,True,True,True,True,True,1,3
reverse,230,527,+,757,757,True,True,True,True,True,True,False,0,3
reverse,718,542,+,1260,1260,True,True,True,True,True,True,True,2,3
reverse,996,348,-,648,648,True,True,True,True,True,True,True,1,3
reverse,604,508,+,1112,1112,True,True,True,True,True,True,True,2,3
reverse,487,859,-,-372,-372,True,True,True,True,True,True,True,1,3
reverse,660,75,-,585,485,False,True,True,False,True,True,True,2,3
reverse,718,728,-,-10,-10,True,True,True,True,True,True,True,1,3
reverse,341,642,-,-301,-301,True,True,True,True,True,True,True,2,3
reverse,304,619,-,-315,-315,True,True,True,True,True,True,True,2,3
reverse,498,225,-,273,273,True,True,True,True,True,True,False,0,3
reverse,739,906,+,1645,1645,True,True,True,True,True,True,True,2,3
reverse,829,247,-,582,582,True,True,True,True,True,True,True,1,3
reverse,179,661,+,840,840,True,True,True,True,True,True,True,2,3
reverse,768,926,+,1694,1694,True,True,True,True,True,True,True,2,3
reverse,543,223,+,766,766,True,True,True,True,True,True,False,0,3
reverse,266,142,-,124,124,True,True,True,True,True,True,False,0,3
reverse,581,216,-,365,365,True,True,True,True,True,True,True,1,3
reverse,169,625,+,794,794,True,True,True,True,True,True,True,1,3
reverse,518,497,-,21,21,True,True,True,True,True,True,True,1,3
reverse,171,272,-,-101,-101,True,True,True,True,True,True,True,2,3
reverse,982,109,+,1091,1091,True,True,True,True,True,True,True,2,3
reverse,848,461,+,1309,1309,True,True,True,True,True,True,True,2,3
reverse,274,332,-,-58,-58,True,True,True,True,True,True,False,0,3
reverse,610,731,+,1341,1341,True,True,True,True,True,True,True,1,3
reverse,574,846,-,-272,-272,True,True,True,True,True,True,True,1,3
reverse,634,486,+,1120,1120,True,True,True,True,True,True,True,3,3
reverse,984,292,-,692,692,True,True,True,True,True,True,True,1,3
reverse,726,574,+,1300,1300,True,True,True,True,True,True,True,3,3
reverse,73,131,+,204,204,True,True,True,True,True,True,True,1,3
reverse,9,926,+,935,1035,False,True,False,False,True,True,True,1,3
reverse,597,530,-,67,67,True,True,True,True,True,True,False,0,3
reverse,987,571,+,1558,1558,True,True,True,True,True,True,True,2,3
reverse,879,237,+,1116,1116,True,True,True,True,True,True,True,3,3
reverse,755,287,+,1042,1042,True,True,True,True,True,True,True,3,3
reverse,862,464,-,398,398,True,True,True,True,True,True,True,2,3
reverse,291,234,-,57,57,True,True,True,True,True,True,False,0,3
reverse,156,158,-,-2,-2,True,True,True,True,True,True,False,0,3
reverse,95,941,+,1036,1136,False,True,True,False,True,True,True,2,3
reverse,907,722,-,185,185,True,True,True,True,True,True,True,1,3
reverse,904,224,+,1128,1128,True,True,True,True,True,True,True,1,3
reverse,658,631,+,1289,1289,True,True,True,True,True,True,True,1,3
reverse,829,150,+,979,979,True,True,True,True,True,True,False,0,3
reverse,504,332,+,836,836,True,True,True,True,True,True,False,0,3
reverse,237,37,-,200,100,False,True,True,False,True,True,False,0,3
reverse,815,254,-,561,561,True,True,True,True,True,True,True,1,3
reverse,780,778,+,1558,1558,True,True,True,True,True,True,True,2,3
reverse,335,694,-,-359,-359,True,True,True,True,True,True,True,1,3
reverse,777,182,-,595,595,True,True,True,True,True,True,True,1,3
reverse,264,688,+,952,952,True,True,True,True,True,True,True,2,3
reverse,160,76,+,236,236,True,True,True,True,True,True,True,1,3
reverse,207,84,+,291,291,True,True,True,True,True,True,True,1,3
reverse,812,6,+,818,918,False,True,True,False,True,True,False,0,3
reverse,669,248,-,421,421,True,True,True,True,True,True,False,0,3
reverse,538,156,-,382,382,True,True,True,True,True,True,True,1,3
reverse,973,525,-,448,448,True,True,True,True,True,True,True,1,3
reverse,918,525,+,1443,1443,True,True,True,True,True,True,True,2,3
reverse,26,282,+,308,308,True,True,True,True,True,True,True,1,3
reverse,554,242,-,312,312,True,True,True,True,True,True,False,0,3
reverse,499,54,+,553,553,True,True,True,True,True,True,True,2,3
reverse,218,291,-,-73,-73,True,True,True,True,True,True,True,1,3
reverse,107,314,+,421,421,True,True,True,True,True,True,True,1,3
reverse,262,266,+,528,528,True,True,True,True,True,True,True,1,3
reverse,159,976,-,-817,-817,True,True,True,True,True,True,True,1,3
reverse,451,212,-,239,239,True,True,True,True,True,True,True,1,3
reverse,51,531,-,-480,-480,True,True,True,True,True,True,False,0,3
reverse,193,106,+,299,299,True,True,True,True,True,True,False,0,3
reverse,404,854,+,1258,1258,True,True,True,True,True,True,True,1,3
reverse,971,590,-,381,381,True,True,True,True,True,True,True,1,3
reverse,186,122,+,308,308,True,True,True,True,True,True,True,1,3
reverse,244,966,+,1210,1210,True,True,True,True,True,True,True,3,3
reverse,560,952,-,-392,-392,True,True,True,True,True,True,True,1,3
reverse,99,801,+,900,900,True,True,True,True,True,True,True,2,3
reverse,334,355,+,689,689,True,True,True,True,True,True,False,0,3
reverse,683,329,+,1012,1012,True,True,True,True,True,True,True,3,3
reverse,973,685,+,1658,1658,True,True,True,True,True,True,True,2,3
reverse,264,566,+,830,830,True,True,True,True,True,True,True,2,3
reverse,133,855,-,-722,-722,True,True,True,True,True,True,True,2,3
reverse,384,205,-,179,179,True,True,True,True,True,True,True,1,3
reverse,991,141,+,1132,1132,True,True,True,True,True,True,True,2,3
reverse,838,546,-,292,292,True,True,True,True,True,True,True,1,3
reverse,326,461,-,-135,-135,True,True,True,True,True,True,True,1,3
reverse,489,715,+,1204,1204,True,True,True,True,True,True,True,3,3
reverse,34,575,-,-541,-441,False,True,True,False,True,True,True,2,3
reverse,403,379,-,24,24,True,True,True,True,True,True,True,1,3
reverse,952,627,+,1579,1579,True,True,True,True,True,True,True,1,3
reverse,2,706,-,-704,-604,False,True,True,False,True,True,True,2,3
reverse,760,485,-,275,275,True,True,True,True,True,True,True,2,3
reverse,995,360,+,1355,1355,True,True,True,True,True,True,True,2,3
reverse,943,377,+,1320,1320,True,True,True,True,True,True,True,3,3
reverse,429,257,-,172,172,True,True,True,True,True,True,True,1,3
reverse,199,600,-,-401,-401,True,True,True,True,True,True,False,0,3
reverse,183,788,+,971,971,True,True,True,True,True,True,True,2,3
reverse,191,861,-,-670,-670,True,True,True,True,True,True,False,0,3
reverse,229,672,-,-443,-443,True,True,True,True,True,True,True,1,3
reverse,682,399,-,283,283,True,True,True,True,True,True,True,2,3
reverse,801,76,+,877,977,False,True,True,False,True,True,False,0,3
reverse,565,760,-,-195,-195,True,True,True,True,True,True,False,0,3
reverse,185,586,-,-401,-401,True,True,True,True,True,True,True,2,3
reverse,227,109,-,118,118,True,True,True,True,True,True,True,1,3
reverse,103,573,+,676,676,True,True,True,True,True,True,False,0,3
reverse,779,480,-,299,299,True,True,True,True,True,True,True,1,3
reverse,92,519,+,611,611,True,True,True,True,True,True,True,2,3
reverse,251,239,+,490,490,True,True,True,True,True,True,True,1,3
reverse,484,175,+,659,659,True,True,True,True,True,True,True,1,3
reverse,778,456,+,1234,1234,True,True,True,True,True,True,True,3,3
reverse,90,764,-,-674,-574,False,True,True,False,True,True,True,1,3
reverse,673,666,-,7,7,True,True,True,True,True,True,False,0,3
reverse,763,181,-,582,582,True,True,True,True,True,True,True,1,3
reverse,770,150,-,620,620,True,True,True,True,True,True,False,0,3
reverse,925,549,+,1474,1474,True,True,True,True,True,True,True,2,3
reverse,375,810,-,-435,-435,True,True,True,True,True,True,False,0,3
reverse,444,763,+,1207,1207,True,True,True,True,True,True,True,2,3
reverse,342,637,-,-295,-295,True,True,True,True,True,True,True,1,3
reverse,587,900,-,-313,-313,True,True,True,True,True,True,False,0,3
reverse,832,171,+,1003,1003,True,True,True,True,True,True,True,2,3
reverse,440,154,+,594,594,True,True,True,True,True,True,False,0,3
